,emotion,plutchik,selection0,selection1,label
3117,"['none', 'nervous', 'excited', 'cautious']","['none', 'nervous', 'excited', 'cautious']",The girl gave him the worst haircut of all time.,Today was Nero's first test.,1
3118,"['overjoyed', 'happy', 'included', 'none']","['overjoyed', 'happy', 'included', 'none']",Sarah said yes!,I went to a friends house for a party last weekend.,1
3119,"['excited', 'obligated']","['excited', 'obligated']",He had been afraid of them since he was a small child.,Fred wanted to get more exercise.,1
3120,"['surprise', 'Neutral', 'surprised', 'none']","['surprise', 'Neutral', 'surprised', 'none']",I gathered several pounds of blackberries and raspberries.,"I usually don't like country music, I think it's so repetitive.",1
3121,"['delighted', 'eager', 'excited']","['delighted', 'eager', 'excited']","While she was out, it started to rain.",She couldn't wait to test it out!,1
3122,['none'],['none'],I made provisions for a recently born nephew.,My brother Bob visited  our reunion.,1
3123,"['relieved', 'determined']","['relieved', 'determined']",He found a general discussion forum.,They're planning to learn to weave together!,0
3124,"['ecstatic', 'happy', 'elated', 'none']","['ecstatic', 'happy', 'elated', 'none']",Karen was excited and went to pack.,Men and Women think very differently.,0
3125,"['angry', 'shocked', 'careless']","['angry', 'shocked', 'careless']",But unfortunately she would be missing her favorite show.,Tom forgot about the trial after a while.,1
3126,"['none', 'connected', 'part of the team', 'related']","['none', 'connected', 'part of the team', 'related']",Tim was delighted to show her his moves.,He felt that they simply understood him intuitively.,1
3127,"['relieved', 'competent', 'grateful']","['relieved', 'competent', 'grateful']",She did very well and was offered a position.,I ate local food and drank fine wine.,0
3128,"['attentive', 'uncomfortable', 'relaxed', 'none']","['attentive', 'uncomfortable', 'relaxed', 'none']",During a typical meeting I was sitting in a wooden chair.,Fred's grandma from Italy came to visit.,0
3129,"['accomplished', 'confident', 'useless', 'encouraging']","['accomplished', 'confident', 'useless', 'encouraging']",But he later found out about its high sugar content.,From there the Gina completed the enrollment alone.,1
3130,"['very much scared', 'wired', 'hyper']","['very much scared', 'wired', 'hyper']",He had consumed too much caffeine.,June was visiting her aunt in New York City.,0
3131,"['destroyed', 'supported', 'war torn', 'scared', 'anger', 'rebellious', 'none']","['destroyed', 'supported', 'war torn', 'scared', 'anger', 'rebellious', 'none']",Mark loved to travel.,Cindy was against the war in Oceania.,1
3132,"['determined', 'indignant', 'confident', 'Worriex', 'annoyed']","['determined', 'indignant', 'confident', 'Worriex', 'annoyed']",He continued to ignore the warnings.,The next thing he did was milk the cows.,0
3133,"['belonged', 'included', 'excited', 'content']","['belonged', 'included', 'excited', 'content']",He wanted his kids to be taught creationism in school.,Tom was watching basketball with his friend Jamal.,1
3134,['nervous'],['nervous'],"After washing, they put bleach on her hair.",Fran surged forward and explored the streets of Bangkok.,0
3135,"['none', 'needy', 'hopeful', 'anticipation']","['none', 'needy', 'hopeful', 'anticipation']",My son wanted to spend his birthday money.,He tacked it to every telephone pole around his house.,1
3136,"['hopeful that they will get a table.', 'redeemed', 'forgetful', 'disappointed', 'regret', 'sad', 'angry at themselves']","['hopeful that they will get a table.', 'redeemed', 'forgetful', 'disappointed', 'regret', 'sad', 'angry at themselves']",My wife and I wanted a baby.,They knew they should have made reservations.,1
3137,"['none', 'sad', 'saddness', 'worried', 'Scared', 'scared']","['none', 'sad', 'saddness', 'worried', 'Scared', 'scared']",She saw a hurt bird near the bottom of a tree.,"The bee hadn't, but could have stung one of the kids.",0
3138,"['frustrated', 'sad', 'Angry', 'thundrous', 'wrath', 'Fierce']","['frustrated', 'sad', 'Angry', 'thundrous', 'wrath', 'Fierce']",Joe wanted a new name.,John had to move his hot dogs inside.,1
3139,"['Flattered', 'friendly', 'happy', 'relief', 'relieved']","['Flattered', 'friendly', 'happy', 'relief', 'relieved']","When he introduced himself, she was very friendly.",She said the lines just like she had practiced them.,0
3140,"['none', 'excited', 'accomplished']","['none', 'excited', 'accomplished']",He pulled up the fish.,The only problem was he had gotten better then all of them.,0
3141,"['frightened', 'Surprised', 'scared', 'none']","['frightened', 'Surprised', 'scared', 'none']",He wasn't sure what they were laughing at.,"Suddenly, he saw a crocodile.",1
3142,"['excited', 'famous', 'excited for a chance to see the band.', 'Happy', 'none']","['excited', 'famous', 'excited for a chance to see the band.', 'Happy', 'none']",Rick's neighbors moved away.,Candy heard that her very favorite band was playing in town soon.,1
3143,"['embarrased', 'surprised', 'scared', 'fear', 'alarmed', 'none']","['embarrased', 'surprised', 'scared', 'fear', 'alarmed', 'none']",While walking out of a store the alarm went off.,Barry was thrilled to see a school of jumping fish.,0
3144,"['scared', 'nervous', 'frustrated', 'anxious', 'upset', 'none']","['scared', 'nervous', 'frustrated', 'anxious', 'upset', 'none']",I think I'm in danger of failing.,They cried when we moved away.,0
3145,"['afraid', 'anxious', 'romantic', 'nervous']","['afraid', 'anxious', 'romantic', 'nervous']",Laura turned around in amazement and saw Tommy down on one knee.,He wondered how he should.,0
3146,"['shocked', 'scared', 'relieved', 'terrified', 'guilty', 'ashamed', 'intoxicated', 'anxiety', 'annoyed', 'determined']","['shocked', 'scared', 'relieved', 'terrified', 'guilty', 'ashamed', 'intoxicated', 'anxiety', 'annoyed', 'determined']",The officers ended up having to subdue him.,Jim passed the note back to Amy after answering her question.,0
3147,"['apologetic', 'Hurt', 'guilty', 'angry', 'furious', 'disappointed', 'Betrayed', 'Upset', 'upset', 'betrayed', 'disgusted']","['apologetic', 'Hurt', 'guilty', 'angry', 'furious', 'disappointed', 'Betrayed', 'Upset', 'upset', 'betrayed', 'disgusted']",Eric ended up getting in even more trouble because of that.,He prepared the main course from scratch.,0
3148,"['anticipatory', 'desire', 'needy']","['anticipatory', 'desire', 'needy']",The weather was ugly skies were cloudy.,Kayla wanted a new shirt.,1
3149,"['annoyed', 'impatient', 'none']","['annoyed', 'impatient', 'none']",I have been waiting patiently for my turn.,Her mother loved the picture and Jennifer decided it was the best gift.,0
3150,"['disinterested', 'disgust', 'hurt', 'offended', 'sadness', 'agonized']","['disinterested', 'disgust', 'hurt', 'offended', 'sadness', 'agonized']",Alex and I wanted to go to a concert so we bought tickets.,Tom found it in the trash weeks later.,1
3151,['none'],['none'],The magician pulled out a top hat.,All eighth graders got to be aides for the teachers.,1
3152,"['eager', 'happy', 'competitive', 'relieved']","['eager', 'happy', 'competitive', 'relieved']",They agreed to a truce and began to train together for the race.,Tom was shopping on Black Friday.,0
3153,"['none', 'Curious', 'determined']","['none', 'Curious', 'determined']",One of the friends checked his phone for local advertisements.,"If the grass wasn't cut by then, he would claim she never told him.",0
3154,"['none', 'intelligent', 'frustrated']","['none', 'intelligent', 'frustrated']",Gwen hoped washing it with conditioner would help.,He used a take-out container to hold the food.,1
3155,"['tired', 'responsible', 'determined', 'none']","['tired', 'responsible', 'determined', 'none']",She defrosted the chicken and then cut the pieces in half.,Josh went to the dentist.,0
3156,"['very happy', 'helpful', 'happy they gave her a good gift', 'fortunate', 'happy', 'concerned', 'worried', 'relieved', 'none']","['very happy', 'helpful', 'happy they gave her a good gift', 'fortunate', 'happy', 'concerned', 'worried', 'relieved', 'none']",He did this until he was 80 years old.,Wanda's parents bought her a GPS.,1
3157,"['anger', 'angry', 'scared', 'picky']","['anger', 'angry', 'scared', 'picky']",Steve asked Sarah out on a date.,"He continued to rebel, and his mother finally snapped.",1
3158,"['forgetful', 'sorry', 'horrified']","['forgetful', 'sorry', 'horrified']",She walked away and forgot and the bathroom flooded!,Marsha was thrilled to have a new best friend forever.,0
3159,"['nervous', 'grateful', 'great and relieved', 'accomplished', 'vindicated']","['nervous', 'grateful', 'great and relieved', 'accomplished', 'vindicated']",Lisa got close and pulled it off.,He had finally caught the perp!,1
3160,"['protective', 'excited', 'aggressive', 'scared', 'frightened', 'annoyed', 'surprised']","['protective', 'excited', 'aggressive', 'scared', 'frightened', 'annoyed', 'surprised']",I was looking at my attic one day.,"Once inside, the dogs saw the groundhog and started barking.",1
3161,"['none', 'love', 'loving']","['none', 'love', 'loving']","After they moved in together, he realized he wanted to marry her.",Stevens loved to swim.,0
3162,"['none', 'brave', 'excited']","['none', 'brave', 'excited']",He begged his mom to let him stay up late to finish a horror movie.,Jason ate an entire carton of ice cream.,0
3163,"['annoyed', 'angry', ""DAN'S DAN'S"", 'confident', 'apathetic', 'victorious', 'none']","['annoyed', 'angry', ""DAN'S DAN'S"", 'confident', 'apathetic', 'victorious', 'none']",But he's adamant against taking anything down.,"In a stunner, 10th seeded Syracuse upset number 1 seeded Virginia.",0
3164,"['scared', 'nervous', 'excited', 'worried', 'alert', 'none']","['scared', 'nervous', 'excited', 'worried', 'alert', 'none']",Tom went into the store quickly to find a new charger.,One day she left the door open by accident.,1
3165,"['happy', 'excited', 'pumped']","['happy', 'excited', 'pumped']",All day everyone was laughing at him and he did not know why.,Jake invited all of his friends over.,1
3166,"['frustrated', 'scared', 'frustration', 'none']","['frustrated', 'scared', 'frustration', 'none']",Joel bought a bagpipe to teach the neighbors a lesson.,He was diagnosed with laryngitis.,1
3167,"['worried', 'anxious', 'guilty', 'upset', 'none']","['worried', 'anxious', 'guilty', 'upset', 'none']",I passed the football to Ben.,She didn't have enough money to pay for it.,1
3168,['none'],['none'],My friend Bobby called to invite me out to dinner.,He wanted to get a big fur coat.,0
3169,"['devastated', 'disappointed', 'sad']","['devastated', 'disappointed', 'sad']",One store had sandals my wife liked.,Jasmine didn't get a part in the show.,1
3170,"['incompetent', 'lost']","['incompetent', 'lost']",Hugo walked around the campus for thirty minutes and gave up.,Kylie is tired of being poor.,0
3171,"['surprise', 'intrigued', 'worried', 'large']","['surprise', 'intrigued', 'worried', 'large']",One day his mom noticed that his shoes were too small for his feet.,The economists decided they needed to help it.,0
3172,"['none', 'loved', 'flirty', 'Excited', 'happy', 'aroused']","['none', 'loved', 'flirty', 'Excited', 'happy', 'aroused']",They talk for hours and he gets her number.,The cat looked weird.,0
3173,"['none', 'interested', 'content', 'excited']","['none', 'interested', 'content', 'excited']",She decided this lawn was not that great.,My wife went downstairs to mail some letters.,1
3174,['none'],['none'],I told her that I didn't want any piece.,Sam Squirrel is sitting in his tree.,1
3175,"['none', 'excited', 'nervous excitement']","['none', 'excited', 'nervous excitement']",They went to see a horror movie.,It was wedding day for Bill.,1
3176,"['adamant', 'bossy', 'Ronny deserves better', 'angry', 'anger', 'frustration', 'positive']","['adamant', 'bossy', 'Ronny deserves better', 'angry', 'anger', 'frustration', 'positive']","She insisted he go on more calls, even though he hates it.",They couldn't dance and were forced to drop out of the contest.,0
3177,"['determined', 'none']","['determined', 'none']",I've been using it to track my projects day to day.,It took us three days to climb the mountain.,0
3178,"['eager', 'happy', 'none']","['eager', 'happy', 'none']",He posted several pictures on Instagram.,Jake was excited for the upcoming wrestling match.,1
3179,"['accomplished', 'excited', 'glad']","['accomplished', 'excited', 'glad']",I am getting my tractor ready to plant all of my seeds.,Charles turned on the television and watched the show on time.,0
3180,['none'],['none'],They climbed onto the swing set.,Tommy's secret hobby want to hike in unexplored locations.,0
3181,"['uncertain', 'curious', 'undecided']","['uncertain', 'curious', 'undecided']",She decided to give away what she could before it was ruined.,But he wasn't sure what he wanted to eat.,1
3182,"['none', 'prepared', 'tired']","['none', 'prepared', 'tired']",Rose was just arriving at work.,I begged the Payday Loan people to help me but they did not.,0
3183,"['relaxed', 'happy', 'content']","['relaxed', 'happy', 'content']",She applied for a job as a software engineer.,Eric was loving his paradise vacation.,1
3184,"['excited', 'excitement']","['excited', 'excitement']",She wanted to customize it.,"It had a bunch of stairs, but everyone said the view was great.",0
3185,"['ashamed', 'guilty', 'irritated', 'frustrated', 'rage']","['ashamed', 'guilty', 'irritated', 'frustrated', 'rage']",His roommate accidentally turned off the antivirus software.,In college he noticed he loved studying medicine more than hockey.,0
3186,"['annoyed', 'disappointed', 'none']","['annoyed', 'disappointed', 'none']",When the tide comes in it is impossible for me to drive to the store.,"Doug stormed off, embarrassed.",0
3187,['none'],['none'],Siri was a great student in Pakistan.,He worked every day for three weeks.,0
3188,"['happy', 'relieved']","['happy', 'relieved']",He was glad it was finally over.,It had a generic photo for a background.,0
3189,"['none', 'happy', 'DIGNIFIED', 'MEMORABLE', 'VIGOROUS', 'friendly']","['none', 'happy', 'DIGNIFIED', 'MEMORABLE', 'VIGOROUS', 'friendly']",It was dark and she was scared.,He would talk to people at the dog park all day.,1
3190,"['convicted', 'embarassed', 'scared', 'embarrassed', 'forgetful']","['convicted', 'embarassed', 'scared', 'embarrassed', 'forgetful']",Anna was making Kool-Aid for her kids.,He thought he had more money than he did.,1
3191,"['excited', 'loved', 'joy', 'happy']","['excited', 'loved', 'joy', 'happy']",He asked her out and they made plans.,Sarah owned a small business.,0
3192,"['ashamed', 'embarassed', 'none', 'Revived', 'hope', 'happy', 'hopeful', 'excited']","['ashamed', 'embarassed', 'none', 'Revived', 'hope', 'happy', 'hopeful', 'excited']",Bill wanted to run for class president.,A few days later he learned the other guy failed his drug test.,1
3193,"['none', 'happy', 'included', 'social']","['none', 'happy', 'included', 'social']",I gave them to her on the day.,Gregory felt a kinship with other dog owners.,1
3194,"['none', 'satisfied', 'intrigued', 'curious']","['none', 'satisfied', 'intrigued', 'curious']",George seemed to be buying it.,One day she was reading a criticism of his works.,1
3195,"['overjoyed', 'happy', 'joy', 'relieved']","['overjoyed', 'happy', 'joy', 'relieved']","When Jenny arrives, her grandmother is very happy to see her.",He spent most of the season chasing cod.,0
3196,"['kind', 'surprised', 'nourished', 'disappointed', 'upset', 'relieved']","['kind', 'surprised', 'nourished', 'disappointed', 'upset', 'relieved']",He went to the store to find one he liked.,Her family enjoyed the strange but tasty treat.,1
3197,['none'],['none'],It was a very cold night.,Dan and his girlfriend were glad they were getting a larger bed.,0
3198,"['embarrassed', 'sad', 'embarassed', 'none']","['embarrassed', 'sad', 'embarassed', 'none']",Ken decided to avoid giving speeches in the future.,He decided to only use a few fish next time so they all had air.,0
3199,"['relieved', 'releived', 'excited', 'Bothered', 'content']","['relieved', 'releived', 'excited', 'Bothered', 'content']",They finally answered the phone!,His work gave me enough money to get through the break.,0
3200,"['hungry', 'productive', 'proud']","['hungry', 'productive', 'proud']",Cara's life had been filled with very mean men.,I made some jerky.,1
3201,"['angry', 'upset', 'afraid', 'SAD', 'anxious']","['angry', 'upset', 'afraid', 'SAD', 'anxious']",One of the cars tried to cut through.,Last night I had a dream.,0
3202,"['none', 'grateful', 'relieved']","['none', 'grateful', 'relieved']","When Jenny arrives, her grandmother is very happy to see her.",The dispatcher fortunately sent an emergency crew to help him in time.,1
3203,"['amazed', 'vindicated', 'surprised', 'none']","['amazed', 'vindicated', 'surprised', 'none']",She called up friends to do with her.,Timmy woke his mom to show her.,1
3204,"['none', 'nervous', 'frightened', 'stressed', 'worried', 'upset']","['none', 'nervous', 'frightened', 'stressed', 'worried', 'upset']",She wanted popcorn.,She was assigned a project for which she lacked time to complete.,1
3205,"['overwhelmed', 'helpful']","['overwhelmed', 'helpful']",He says it takes a lot of practice.,They were taken care of eventually but it was a crazy site.,1
3206,"['none', 'ashamed', 'contented', 'unkempt']","['none', 'ashamed', 'contented', 'unkempt']","She married him, and he's a model husband and father.",Vinny's hair was getting too long.,1
3207,"['none', 'Enthusiastic', 'happy', 'interested']","['none', 'Enthusiastic', 'happy', 'interested']",She stealthily took a neighbor Jew girl into her home.,Mark decided the tour would be an awesome start to the day.,1
3208,"['none', 'excited', 'Happy']","['none', 'excited', 'Happy']",Everyone began exchanging gifts.,They were to march at the homecoming football game.,0
3209,"['regret', 'nostalgic', 'doubtful', 'hopeful']","['regret', 'nostalgic', 'doubtful', 'hopeful']",Sara had always wanted to be a firefighter.,Macy was afraid of her boss's temper.,0
3210,"['helpful', 'AWESOME', 'NICE', 'SUPER', 'hopeful', 'none']","['helpful', 'AWESOME', 'NICE', 'SUPER', 'hopeful', 'none']",I bought a supplement that promised to cure her.,But this week UPS announced that all overtime will be approved!,0
3211,"['proud', 'shocked', 'surprised', 'unaware', 'connected', 'fascinated', 'none']","['proud', 'shocked', 'surprised', 'unaware', 'connected', 'fascinated', 'none']",I found out when I was young that I had famous relatives.,"When he went to check on it, it was not lit.",0
3212,"['sleepy', 'tired', 'sad', 'sick']","['sleepy', 'tired', 'sad', 'sick']",Billy was feeling tired and had to get up to go to school.,Friday night football is very popular in the south.,0
3213,"['excited', 'happy', 'hungry']","['excited', 'happy', 'hungry']",Unfortunately his interior got soaked.,He opened the oven door and reached for the cookie tray.,1
3214,"['determined', 'hopeful', 'better']","['determined', 'hopeful', 'better']",But Kevin was offended and punched the teenager on his face.,Will got himself a FitBit.,1
3215,"['upset', 'angry', 'DISGUST', 'frustrated']","['upset', 'angry', 'DISGUST', 'frustrated']",He wanted to stay outside all day!,"Afterwards, I went home and relaxed.",0
3216,"['sorry', 'sympathetic', 'enabling', 'depressed', 'empty']","['sorry', 'sympathetic', 'enabling', 'depressed', 'empty']",Terrance drinks his pain away.,His parents were furious.,0
3217,"['afflicted', 'worried', 'guilty', 'none', 'Worried', 'scared', 'playful']","['afflicted', 'worried', 'guilty', 'none', 'Worried', 'scared', 'playful']",Sue thought the story was a little bit silly.,They were so worried that they called the park ranger.,1
3218,"['none', 'angry', 'mad']","['none', 'angry', 'mad']",Their first wedding dance was a waltz.,This angers Scottie.,1
3219,"['excitement', 'happy', 'none']","['excitement', 'happy', 'none']",He said he would stop but didn't.,Julia had just gotten a new kitten.,1
3220,"['none', 'friendly', 'happy', 'generous']","['none', 'friendly', 'happy', 'generous']",I want to find a Luigi this week.,My coworker once gave me a shiny gold looking penny.,1
3221,"['frustrated', 'angry', 'scared', 'enraged', 'ANGRY', 'STRESSED', 'impatient']","['frustrated', 'angry', 'scared', 'enraged', 'ANGRY', 'STRESSED', 'impatient']",The driver violently honked his car.,They stayed out until 3 am.,0
3222,"['none', 'happy', 'relieved']","['none', 'happy', 'relieved']",He named her Rosalina.,He decided to watch a few online videos.,0
3223,"['sad', 'surprised', 'ashamed', 'scared', 'anxious', 'angry']","['sad', 'surprised', 'ashamed', 'scared', 'anxious', 'angry']",Keith's boss found out what he did.,"During a bowling match, two players got in verbal scuffle.",0
3224,"['Chill', 'content', 'happy', 'rested', 'relaxed']","['Chill', 'content', 'happy', 'rested', 'relaxed']",Tom broke his arm.,My friends came over and we played video games.,1
3225,"['accomplished', 'happy', 'none']","['accomplished', 'happy', 'none']",There was over a hundred dollars in it but no id of any kind.,Andy recently graduated from college with his degree in art.,1
3226,"['terrified', 'scared', 'afraid']","['terrified', 'scared', 'afraid']",Rose was relieved when he finally returned back a few minutes later.,The barking was coming from under the ice where her dog had fallen.,1
3227,"['thrilled', 'happy']","['thrilled', 'happy']",Alicia got a rabbit.,Sam needed help to move a couch in his house.,0
3228,"['Happy', 'enjoyment', 'peaceful', 'happy']","['Happy', 'enjoyment', 'peaceful', 'happy']",Jen and Dave tried for several years to have a baby.,Leo was lying in the sand at the beach.,1
3229,"['inspired', 'empowered', 'calm', 'responsible', 'excited', 'trustful', 'helpful']","['inspired', 'empowered', 'calm', 'responsible', 'excited', 'trustful', 'helpful']",She went to another mechanic who ordered the part.,"During college, Dan's running coach recommended being a Hurdler.",1
3230,"['healthy', 'relieved', 'content', 'appreciated']","['healthy', 'relieved', 'content', 'appreciated']",She is now a very popular professional photographer.,After seeing the doctor I feel much better.,1
3231,"['Wonderment', 'surprised', 'scared', 'shocked', 'excited']","['Wonderment', 'surprised', 'scared', 'shocked', 'excited']",He spotted a huge elk!,It was a great way to support the team.,0
3232,"['Indifferent', 'hated', 'unappreciated', 'Okay', 'understanding', 'happy']","['Indifferent', 'hated', 'unappreciated', 'Okay', 'understanding', 'happy']",The nose had been very warm and dry.,"He hated customers, but loved working with the fruit.",1
3233,"['anxious', 'happy', 'excited']","['anxious', 'happy', 'excited']",He tried to play with it.,They built snow men and igloos.,0
3234,"['surprise', 'happy', 'pleasantly surprised']","['surprise', 'happy', 'pleasantly surprised']",Walt had solved the murder!,She felt that this tasted even better than her regular brand.,1
3235,"['none', 'angry', 'shocked']","['none', 'angry', 'shocked']",The room was not air conditioned and Dan was warm.,"At practice, the other members told him he was fired.",1
3236,['none'],['none'],Alvin and his family lived in Oklahoma.,Lisa had the most unique dress at the dance.,0
3237,"['annoyed', 'sorry', 'sadness', 'disappointed', 'upset']","['annoyed', 'sorry', 'sadness', 'disappointed', 'upset']",Alex and his family were both sad when their vacation was over.,But her parents wouldn't take her.,1
3238,['determined'],['determined'],He decided to eat less bad food.,It took me almost 2 hours to get home.,0
3239,"['none', 'scared', 'upset']","['none', 'scared', 'upset']","Curious, he flipped through some of the pages.",A kitten was stuck in a storm drain.,1
3240,"['tired', 'anticipation.']","['tired', 'anticipation.']",But Ursula cut her hair very short and her boyfriend recognized her.,Tom searched many stores for the best gum.,1
3241,"['ambitious', 'determined', 'like an athlete', 'none']","['ambitious', 'determined', 'like an athlete', 'none']","He practiced his hitting day in and day out, rain or shine.",Tom went into the store quickly to find a new charger.,0
3242,"['none', 'excited to see her old classmates', 'curious', 'anxious']","['none', 'excited to see her old classmates', 'curious', 'anxious']",Tara went to her ten year high school reunion.,The first float thru out huge suckers.,0
3243,"['none', 'drained', 'sorrowful', 'helpless']","['none', 'drained', 'sorrowful', 'helpless']","When I took one loaf out, part of it was left in the toaster.",He decided he would call a moving company in the morning.,1
3244,['none'],['none'],She slept on it right away.,Louise wanted to get some chocolate cake.,1
3245,"['sneaky', 'happy', 'explorative', 'daring', 'none']","['sneaky', 'happy', 'explorative', 'daring', 'none']",Brenda became worried and they hid inside a restaurant.,He was adventurous and would often sneak out of the house.,1
3246,"['hateful', 'sad', 'worried', 'surprised', 'saddened', 'scared', 'abandoned', 'unaware']","['hateful', 'sad', 'worried', 'surprised', 'saddened', 'scared', 'abandoned', 'unaware']",The neighbors had left their pet behind.,Candy heard that her very favorite band was playing in town soon.,0
3247,"['confused', 'undecided', 'uncertain']","['confused', 'undecided', 'uncertain']","Suddenly, he heard a noise at his window.",Sam and Jess did not know what to do.,1
3248,"['fearful', 'scared', 'startled', 'surprised']","['fearful', 'scared', 'startled', 'surprised']",I immediately ran outside.,"She had a job, but it didn't pay very much.",0
3249,"['confused', 'eager', 'delighted', 'none']","['confused', 'eager', 'delighted', 'none']",Lindsey had IT certification tests coming up.,"Dan loved to run, but he also loved to jump.",1
3250,"['generous', 'happy', 'thankful']","['generous', 'happy', 'thankful']","We still gave a good tip, as the waitress was nice.",As the crowd cleared Gina noticed her sisters guilty expression.,0
3251,"['frustrated', 'Curious', 'none', 'to improve sales', 'frightened', 'sad']","['frustrated', 'Curious', 'none', 'to improve sales', 'frightened', 'sad']",He finally decided to just use velcro and that made his life so great.,"Sales were very poor, so the store manager decided to move everything.",1
3252,"['doubt', 'confuse', 'anger', 'angry']","['doubt', 'confuse', 'anger', 'angry']","When someone made her mad, she would try to get others mad at them.",I was confused as to what candidate was actually winning,1
3253,"['elated', 'happy']","['elated', 'happy']",The doctor told me I needed a shot.,To her delight she was finally approved for the loan.,1
3254,"['none', 'Sad', 'ashamed']","['none', 'Sad', 'ashamed']",We said thank you and our son enjoyed the ride.,"In the end, she could only scrounge up a meager forty seven cents.",1
3255,"['embarrassed and ashamed about his situation', 'embarassed', 'embarresed']","['embarrassed and ashamed about his situation', 'embarassed', 'embarresed']",Mike immediately went home and changed his soiled diaper.,So Martha decided to earn her own money by selling cookies.,0
3256,"['happy', 'confident', 'proud', 'none']","['happy', 'confident', 'proud', 'none']","He was proud, but hard working always pushing himself.",I was too injured to play.,0
3257,"['confident', 'focused', 'bored', 'indifferent', 'none']","['confident', 'focused', 'bored', 'indifferent', 'none']",I just ignored it and just paid attention to the meeting.,Everything was perfect.,0
3258,"['proud', 'Proud', 'relieved']","['proud', 'Proud', 'relieved']",The audience clapped for the trick.,He asked his neighbors if they knew the cat.,0
3259,"['bored', 'hot', 'scared', 'uncomfortable']","['bored', 'hot', 'scared', 'uncomfortable']",Kate was bored and hot during a blackout.,One day things got so bad and they got in a fight,0
3260,"['my dog owners', 'great', 'proud', 'happy', 'none']","['my dog owners', 'great', 'proud', 'happy', 'none']","The next day when they came home, she was laying on her bed.","Since she had plans, she refused to go.",0
3261,"['excited', 'proud', 'none']","['excited', 'proud', 'none']","Cathy was so upset, she vowed to never use that business again.",He made an announcement at the reunion.,1
3262,"['relaxed', 'happy', 'social', 'joy']","['relaxed', 'happy', 'social', 'joy']",It was the jar of pickles.,It was a wonderful Sunday.,1
3263,"['intrigued', 'Proud', 'none']","['intrigued', 'Proud', 'none']",All the ones I chose came from nintendo games.,When he did the wood of the porch split.,0
3264,"['none', 'terrified', 'scared']","['none', 'terrified', 'scared']",Jake wanted to scare his little brother.,"Afraid for his life, he tried to run away.",1
3265,"['none', 'ambitious', 'determined', 'industrious']","['none', 'ambitious', 'determined', 'industrious']",He got to take home the bowling pin trophy.,"Since he didn't have a lot of cash, he opted for a special project.",1
3266,"['none', 'disgust', 'annoyed', 'hungry']","['none', 'disgust', 'annoyed', 'hungry']",It turned out surprisingly tasty.,The steak didn't smell very good.,1
3267,['joyful'],['joyful'],It was so exciting!,Grace wanted to look her very best on her wedding day.,0
3268,"['none', 'angry', 'upset', 'distraught', 'disappointed']","['none', 'angry', 'upset', 'distraught', 'disappointed']",It fell on the floor and broke.,"Her guests arriving, Ann found her dinner stuck to the pan in a mess!",1
3269,"['understanding', 'loving', 'HAPPY', 'grateful', 'appreciative']","['understanding', 'loving', 'HAPPY', 'grateful', 'appreciative']",A security guard managed to retrieve it and gave it to me.,His mom gave him a glow stick.,1
3270,"['relieved', 'disappointed', 'embarassed', 'none']","['relieved', 'disappointed', 'embarassed', 'none']",He loved it all the more because he had earned it!,It turns out that his family would come to see him instead.,1
3271,"['none', 'Ashlynn Loved Facebook.', 'happy']","['none', 'Ashlynn Loved Facebook.', 'happy']",Ashlynn Loved Facebook.,He went to his neighbor to ask for help.,0
3272,"['none', 'relaxed', 'free']","['none', 'relaxed', 'free']",The entrepreneurs had an idea.,Larry was camping one day.,1
3273,"['pain', 'Disoriented', 'fear']","['pain', 'Disoriented', 'fear']",He stocked up on mountain dew and started to work.,He is rushed to the hospital.,1
3274,"['appreciated', 'proud', 'happy', 'excited', 'accomplished', 'So Happy', 'Enjoying', 'Excited']","['appreciated', 'proud', 'happy', 'excited', 'accomplished', 'So Happy', 'Enjoying', 'Excited']",She starts with putting the dough on the pan.,The whole team celebrated into the night.,1
3275,"['none', 'missing', 'guilty']","['none', 'missing', 'guilty']",Tina's fiance made her coffee but she didn't like it.,Kelly always had the most unruly curly hair.,0
3276,"['none', 'lazy', 'satisfied', 'irritated', 'angry', 'frustrated']","['none', 'lazy', 'satisfied', 'irritated', 'angry', 'frustrated']",He is cheap and does not want to have to rewire the house.,"I spun the reels a few times, then hit the jackpot.",0
3277,"['doubtful', 'uncertain', 'worried', 'sad', 'confused', 'hopeful']","['doubtful', 'uncertain', 'worried', 'sad', 'confused', 'hopeful']",He decided to beg on a street corner.,I told her that she would have issues if she did that.,1
3278,"['none', 'disgusted', 'guilty', 'embarrassed']","['none', 'disgusted', 'guilty', 'embarrassed']",It was my turn to serve the ball over the net.,So she excused herself to the bathroom and never came back.,1
3279,"['none', 'competent', 'arrogant']","['none', 'competent', 'arrogant']",Tammy was taking dance lessons and wanted to show off.,Tony never drank too much water but now drinks a gallon a day.,0
3280,['none'],['none'],He lived alone on a mountain in exile.,The flight left on time and arrived early.,0
3281,"['grateful', 'revelation', 'none']","['grateful', 'revelation', 'none']","After many hours, he realized he was lost.",I am beginning to see why my parents did those things.,1
3282,"['positive', 'overwhelmed', 'hopeful', 'obliged', 'helpful', 'supported', 'friendly']","['positive', 'overwhelmed', 'hopeful', 'obliged', 'helpful', 'supported', 'friendly']",He invited his friends over to help him.,They allow the man to remain anonymous because he is from Iraq.,0
