,emotion,plutchik,selection0,selection1,label
2023,"['none', 'relieved', 'exhausted', 'hopeful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Charles is very tired of his work week, and would like to relax.",I went home to digest what he had told me and formulate a plan.,0
2024,"['introspective', 'relaxed', 'joy', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jim enjoys sitting on his porch chewing on his days off.,The two classes of children engaged in a game of Tug of War.,0
2025,"['thankful', 'intrigued', 'disappointed', 'compassionate', 'helpful']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He tells her he has to stay late at work.,Francine cut her hot dog in half.,1
2026,"['happy', 'over joyed']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All of his papers fell out of his hands and into a puddle.,Julie liked to see her dog happy.,1
2027,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The car was driving a bit funny.,"Luckily, Carlin managed to find a toy on her daughter's wish list.",0
2028,"['none', 'amused', 'justified', 'remorseful', 'frustrated', 'hopeful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His ex girlfriends calls and says she made a terrible mistake.,He went to a dinner party.,0
2029,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Gary had applied for his dream job.,Tabitha managed to stay hidden for a week.,1
2030,"['none', 'nervous to be in the running.', 'intimidated', 'lucky', 'anxious', 'nervous', 'proud', 'scared', 'elated']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Macy's boss started to yell at her in front of her co-workers.,He had made it to one of the final three candidates.,1
2031,"['none', 'joy', 'happy', 'special']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The store offered to ship her a new pair from a warehouse.,He didn't have many friends but he was a genius with numbers.,0
2032,"['great and happy', 'Regret', 'guilty']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He finally gave up and picked something random.,Teddy realized he spent 8 hours watching videos.,1
2033,"['sad', 'regretful', 'guilty', 'angry', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Lynsey is now poor and wishes she had studied more.,The man introduced himself.,0
2034,"['worried', 'in-wait', 'bored', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Cliff's parents were tired of him coming in so late.,It was at the drugstore.,1
2035,"['stunned', 'grateful', 'HAPPY', 'excited', 'positive', 'helpful', 'loved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It was a party with many of our friends for my upcoming birthday.,Kay was at work when a headache started.,0
2036,"['happy', 'excited']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He spent a few days gathering all the hardware.,Ivan thought the owner will enjoy his addition.,0
2037,"['relieved', 'relaxed', 'excited', 'uninhibited']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Therefore I decided to jump in the pool.,Tom fell into the shallow water but got up quickly and laughed.,0
2038,"['eager', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tina lost her umbrella on the bus.,Dave baked his first cake.,1
2039,"['none', 'frustrated', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",So then tried a chainsaw and it still wasn't ground level.,Ryan was heartbroken!,0
2040,"['happy', 'curious']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",John was out of food and water.,Heather was on a trip through Texas and stayed at a hotel.,1
2041,"['excited', 'bored with her wardrobe', 'adventurous']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He says it takes a lot of practice.,Katie wanted to buy a new dress.,1
2042,"['satisfied', 'grateful', 'frustrated', 'none', 'Disillusioned', 'disillusioned', 'upset']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",A friend of the family has an old farm.,Finian never spent his time fundraising ever again.,1
2043,"['freaked out', 'intrigued', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I chewed my pen at my desk.,She saw something run across the floor.,1
2044,"['happy', 'needed', 'positive', 'none', 'concerned', 'HAPPY']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He asked his friend what he should do.,Rachel saw the wind blowing the trees today.,0
2045,"['aggresive', 'devious', 'happy', 'vindictive', 'ashamed', 'rejected', 'terrified', 'mad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 2, 'anticipation': 1}",But he kept giving her feedback and second chances.,She also liked to get him into trouble.,1
2046,"['amused', 'embarrassed', 'humored', 'embarassed', 'Embarrased', 'happy', 'silly', 'surprised']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She simply laughed and called over her sister.,She would be in a music class for the first time.,0
2047,"['none', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",His back muscles became sore.,Gary was not pleased with the operation of his new laptop at all.,0
2048,"['deprived', 'dissapointed', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 0}",In 2015 she moved to Ohio where there was no Taco Bell in her town.,I bought a newspaper and checked out the classifieds for a place.,0
2049,"['nervous', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Betty was going to her annual doctor's check up.,He bought paint and brushes from the art store.,0
2050,"['none', 'angry', 'cool', 'happy', 'spiteful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",I went to a bar to celebrate my relative success.,Tom made a big scene out of quitting.,1
2051,"['happy', 'proud', 'fun', 'satisfied', 'excited', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Then, she mixed the powder and some eggs.",Sam's children won a goldfish at a carnival.,1
2052,"['none', 'happy', 'elated', 'informative']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Sam enjoyed his stay so much he decided to move to California.,She was so happy when she bought her new car.,0
2053,"['upset', 'frustrated', 'disgusted', 'none', 'annoyed', 'shocked', 'alarmed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Bert made it home in record time.,I started to yell since the food was almost finished.,1
2054,"['proud', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She was given a ribbon and a $50 prize!,I finally took a screwdriver and unscrewed the drain.,0
2055,"['worried', 'anxious', 'hopeful', 'none', 'interested']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His boss said he'd think about it.,Max always used to say he wanted to be a pilot.,0
2056,"['Worry', 'normal', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",In the bathroom she took off her jacket and left it on a chair.,The kids wrote down the dates.,0
2057,"['none', 'good', 'routine', 'bored', 'tired', 'nostalgic']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",We ended up colliding.,He worked 9-5 every day for the past 20 years.,1
2058,"['none', 'scared', 'calm', 'surprised', 'worried']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tara caught up with them all night.,As the ice cream man was getting change a shadow fell across her back.,1
2059,"['joy', 'pleased', 'VERY HAPPY']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She would tell everyone that Alice lived in cardboard box.,I got a crockpot as a gift.,1
2060,"['proud', 'HAPPY']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Timothy was proud too.,He liked to do glitter eggs and tie dye.,0
2061,"['none', 'enlightened', 'happy', 'content', 'relieved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She was much happier and faster too.,Bart wanted to play hide and seek with his sister.,0
2062,"['Surprised', 'surprised', 'shocked', 'unaware', 'malicious', 'ashamed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",She sat down to eat breakfast.,"When she turned around, she found someone taking it.",1
2063,"['none', 'serene', 'happy', 'relaxed']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She found them on the dock fishing.,Now that Fred has a television he has never felt more relaxed.,1
2064,"['frustrated', 'anger', 'in charge', 'ashamed', 'stressed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 2}",He finally went out.,He cancelled practice and expected us to perform tomorrow.,1
2065,"['anger', 'sad', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Elizabeth's friends went to Florida and asked her to watch their dog.,He parents did not think that she was mature enough to move away.,1
2066,"['excited', 'excitment', 'creative']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She bought her materials at the fabric store.,Gary had dreams of playing professional football.,0
2067,"['Okay', 'antisocial', 'happy', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Brock loves cars.,I stopped by a park on the way to read for awhile.,1
2068,"['defeated', 'hopeful', 'disappointed', 'relieved', 'Relieved']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",To her surprise the next week she won the contest.,Jeff decided to make it again without worrying so much.,1
2069,"['Excited', 'impressed', 'happy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I took my vacation from work after saving enough money.,"Just as he was pulling the fish up, a beautiful sunrise emerged.",1
2070,['excited'],"{'joy': 3, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Hannah was taking a trip to Japan.,"In our backyard was this huge hill and at the bottom, several trees.",0
2071,"['none', 'pained', 'frightened', 'comforted']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She had to pick her instrument on the first day.,His mom quickly took him out of his car seat to comfort him.,1
2072,"['relief', 'anticipation', 'relieved', 'grateful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Eventually, she found a second job at a grocery store.",Unfortunately the sprayer was broken and Iris got too dark.,0
2073,"['mad', 'defeated', 'angry', 'sad', 'sorry', 'apologetic', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",When he got to the office he realized all the bottles broke!,Ralph overheard some guys saying rude things about her.,0
2074,"['proud', 'sad', 'vengeful', 'determined', 'regret', 'frustrated', 'determination', 'grateful', 'happy', 'thankful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",When i was in high school i was to lazy to do assignments.,I used karate to beat him up.,1
2075,"['none', 'Disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She was surprised at how empty everything was.,Every time I go behind them I have to pick off the dried paste.,0
2076,"['uneasy', 'regretful', 'regret']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 0}","But when he got home, he wished he went to the restaurant.",A crow appeared.,0
2077,"['none', 'Excited', 'excited', 'happy', 'Anxious', 'HAPPY', 'anxious', 'anticipatory']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They decided to turn the spare bedroom into a nursery.,It was so exciting!,0
2078,['frustrated'],"{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 3, 'sadness': 3, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He accused me of not working hard.,"However, she tried to resist it.",0
2079,"['nervous', 'anger', 'afraid', 'sad', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Her husband and two children had concerns about the idea.,Ivan had to collect from a very poor family one day.,1
2080,"['tired', 'Relieved', 'Disgusted', 'accomplished', 'grateful', 'like a hard worker', 'relieved']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",They located the problem and fixed it.,Soon Lisa needed to stop at a restroom.,0
2081,"['conflicted', 'undecisive', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","He would not settle for a lesser, non-everything bagel.",He had to decide between a Mac and a PC.,1
2082,"['disappointed', 'sad', 'upset', 'rushed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}","Unfortunately it burned, but she had no time to make new toast.","Finally, she poured the batter into muffin cups.",0
2083,"['accomplished', 'resourceful']","{'joy': 2, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",So he decided to take books on the public domain and sell them.,They worked their way up to ten miles.,0
2084,"['concerned', 'affectionate', 'Lucky', 'none', 'embarressed', 'resentful', 'excited', 'sympathetic', 'awkward']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Dubby was the drummer in a band, and I always went to the practices.",A girl was standing in a nearby classroom doorway as I picked them up.,1
2085,"['surprised', 'frustrated', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The man happily concluded charcoal is superior after eating the steak.,He broke up with his girlfriend.,0
2086,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",A woman will use mostly the right side of her brain.,The papers never arrived.,0
2087,"['none', 'Down', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She went to buy it and it was out of her budget.,My wife took our car in for service last week.,0
2088,['happy'],"{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Steve walked around, smiling blissfully.","The car needed an axle seal, as a previous mechanic indicated.",0
2089,"['angry', 'hurt', 'pained', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",One store had sandals my wife liked.,Landed in just a way that cause my elbow to break.,1
2090,"['thrilled', 'excited', 'elated', 'shocked', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Andrea was shocked but delighted to tell her husband the news.,Stevens loved to swim.,0
2091,"['anxious', 'fearful', 'scared', 'Happy', 'social', 'apprehensive']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Teddy had free time at the end of his day.,Her friends were all going snorkeling on Saturday.,1
2092,"['Annoyed', 'frustration', 'shy', 'angry', 'happy', 'trust', 'disrupted', 'annoyed', 'Excited', 'upset', 'loving', 'justified', 'relieved', 'uncaring']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jill laughed when a dog jumped out of the bush.,Gina would have to help her watch the kids.,1
2093,"['none', 'Surprised', 'hurt', 'surprised', 'angry', 'offended', 'disrespected', 'betrayed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",When her date picked her up she realized she was now taller than him.,Alex ran up and hit his sister.,1
2094,"['satisfied', 'happy', 'accomplished']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Marcus made a lot of cool friends online who loved to watch him play.,David can now whistle any tune almost perfectly.,1
2095,"['none', 'eager', 'excited', 'fear']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Erin was getting tired.,"At the funhouse, the three kids all started for the haunted house.",1
2096,"['angry', 'aggressive', 'confused', 'disturbed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 2, 'anticipation': 1}",They fought with each other using their fists.,"After going to an adoption center, Sue adopted a boxer puppy.",0
2097,"['frustrated', 'upset', 'tearful']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Tom called him.,It took her several minutes to remove the pain from the stinging.,1
2098,"['none', 'helpful', 'proud', 'accomplished']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Sam swung at a small tree and chopped it down.,Luckily the hole in the wall was easily repaired.,0
2099,"['none', 'competent', 'cocky', 'dominant', 'egotistical', 'strong']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",May went home satisfied that she had spotted some wildlife.,She had awesome boxing skills.,1
2100,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","The male, named Chocolate, was a very friendly goat, and a great pet.",My wife took our car in for service last week.,1
2101,"['none', 'joy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}","It was his son, whom he never met or had to chance to love.","We had several milking does, and a neutered male as a pet.",0
2102,"['spooked', 'scared', 'nervous', 'uptight', 'weird', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She walked away from the window and tried to ignore them.,"A few years later, all the burnt homes had been rebuilt!",0
2103,"['none', 'enthusiastic', 'wonderful']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The man fell down the stairs.,When she woke up in the morning everything was covered in white.,1
2104,"['surprise', 'Neutral', 'surprised', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Cayla wanted her hair cut.,"I usually don't like country music, I think it's so repetitive.",1
2105,"['embarrased', 'angry', 'depressed and dis appointment', 'sad', 'embarrassed', 'mad', 'sadness', 'disappointment']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",His girlfriend was embarrassed and rejected him.,"Seeing that it closed late, the group got into a car and drove there.",0
2106,"['encouraged', 'unhealthy']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Jimmy wanted to lose weight.,He decides to snack on some peanuts.,0
2107,"['very sad', 'ashamed', 'sad', 'upset', 'Angry', 'Regret', 'Sad', 'depressed', 'overbearing']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Now he was determined not to give up until he could speak very well.,Her father reprimanded her severely over it.,1
2108,"['eager', 'happy', 'sad', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Brian got rid of his iPhone and got an Android phone instead.,She was broken and let us ride here.,0
2109,"['anxious', 'that not trusting the person whom she is going to marry']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Terry was running out of food in his apartment.,"It was her wedding day, but she was still worried that was off.",1
2110,"['freaked out', 'oblivious', 'Calm', 'none', 'scared', 'terrified']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She made a hole the shape of her fist.,Sam started struggling to stay above water when Darcy wasn't looking.,1
2111,"['informed', 'educated', 'satisfied', 'determined', 'confident']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Kim said excuse me, but the woman stayed still.",Sal now has a better idea.,1
2112,"['happy', 'courageous', 'hopeful', 'loving', 'proud', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The number for maintenance was on his lease.,Denis promised his daughter that she was the bravest kid.,1
2113,"['annoyed', 'frustrated', 'horrified', 'anxious', 'in charge', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Jane kept making him stop.,A surprise shows up there are two babies instead of one.,0
2114,"['none', 'rushed', 'bored']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom was on his way to work.,She began sewing some throw pillows.,0
2115,"['Ready', 'ready', 'productive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I walked to the train station.,He stocked up on mountain dew and started to work.,1
2116,"['excited', 'ecstatic', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I couldn't believe my luck!,Kelly was getting mad at Eliza because she thought she was annoying.,0
2117,"['none', 'Worried', 'angry', 'upset', 'amused', 'lucky', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Jerry was too quick for them and escaped with his suit.,John felt like life had no meaning.,0
2118,"['happy', 'helpful', 'worried', 'grateful']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Then, out of nowhere my chair broke and I fell down.",He gave her $1000 so she can catch up on her bills.,1
2119,"['happy', 'Scared', 'prepared', 'scared', 'horrified']","{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They went to see a horror movie.,She had to see a friend and left without an good explanation.,0
2120,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Woody then started to feed another chicken named Lorena.,Betty was a very clean person.,1
2121,"['none', 'tired', 'uncomfortable', 'thirsty']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","As they were identical, they loved playing pranks on people.",Margin was running errands when she got thirsty.,1
2122,"['stressed', 'exhausted', 'challenged', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It's extremely difficult.,The coin landed on heads and Jane was hired.,0
2123,"['excited', 'explorative', 'prepared']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Rana could not think of what to make her family for dinner.,Fran surged forward and explored the streets of Bangkok.,1
2124,"['productive', 'successful', 'intelligent', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","I took her home, bathed her, and fed her milk and chicken.",She also interned with the local Health Department to gain experience.,1
2125,"['confident', 'determined', 'tired']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He swum from the morning to the night.,He really enjoyed the experience.,0
2126,"['sad', 'irritated', 'guilty', 'embarressed', 'oblivious', 'annoyed', 'bored']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",She loaded up her cup with chocolate and gummy worms.,It frustrated his wife.,1
